	Inuktitut	iku-001	assak		kiinaq		ikpingnirniq			illu	namminiqartiujjuti		ikinngut	nirjutiit ajjigiiningit	nakka	
	Inyo	mnr-003	da-maia												karu	
	Io̱nikí̱ diálektos	grc-004	kʰéyr													
	Ipili	ipi-000	kini						koto laː							
	Ipulo	ass-000	wo													
	Iquito	iqu-000	kurika awanaka													
	Iranun	ilp-000	lima												daʼ	
	Iraqi	acm-000	7id													
	Iraqw	irk-000	dawa	gongooxi	gitsee/a'		kwatiit	hamaatl	tsihhiit		eem		mulqmo	mar'afi	a'a	
	Iraralay	tao-003	lima													
	Irarutu	irh-000	fra-													
	Iresim	ire-000	baki													
	Iriga	bto-000	kamit													
	Iron ævzag	oss-003	kʼuχ													
	Irumu	iou-000	meni					arorak								
	Irántxe	irn-000	mi*ma*													
	Isabi	isa-000		-ago	-ŋgoro			apre -ndɛ-	omb-no he-						oʔɛ	
	Isamorong Ivatan	ivv-003	tanoro													
	Isan	yut-000	kəsit	koðuk					kulduk əkdak						mɪni	
	Isbukun	bnn-002	ima													
	Isebe	igo-000		huenen	amasʌ-			wa you	otoli-						pɛ	
	Isfahani	pes-001	dast													
	Isheu	kcf-003	uwo													
	Isoko	iso-000	bo													
	Istriot	ist-000	man	cumio										fameîa		stà
	Isu	isu-000	ḱəwɔ́		túmə́sə̀		mwàmí	sǔʔ	kwárí				fū			
	Itanga Bomitaba	zmx-007	likasa													
	Itawis	itv-000	ima		ma-túbaŋ				íkag							
	Itene	ite-000	um													
	Iteri	itr-000	nai	natʊ											muyɛʔ	
	Ito	itw-000		ɛ́kúŋ	ísí		tóʔ	yɛ́d								
	Itonama	ito-000	mapara	uh-mačɨtʸɨru	uh-kaču		maloʔna	i-ʔtʸane	pɨtˀehene		čostelehna		mačoʔtˀo		waʔnaʔko	payaʔna
	Itu Mbon Uzo	itm-000	ka ubok	èkwɔ́ŋí	ìsó		tóók	yɛ́d								
	Itza	itz-000	k"ab													
	Iu Mienh	ium-000	pwo⁴		m̥jen¹		puəŋ²	dzɑɑu⁵	n̥op⁷				ɔɔí			jom¹
	Ivasay Ivatan	ivv-005	tanoro													
	Iwaidja	ibd-000	anbirgal	waːṛi				ɟawindu							galu	
	Iwam	iwm-000	ʔana	ɔnɔm												
	Iwate hōgen	jpn-016											keyagu			
	Ixcatec	ixc-000	rha													
	Ixcatlan de San Pedro	mzi-000	nca7a													
	Ixil Chajul	ixl-002	q"ab"													
	Ixil Nebaj	ixl-001	q"ab"													
	Ixrek	rut-004	χɨl													
	Iyinno	kcf-004	uwo													
	Iynu-Ayamûn	crj-001	mitihchii	mituuskun	mitaashtamihkw		taahkaapischineu	chishtaapwaautaau	ushtutam							
	Iyo	nca-001		kandɛne potʰo					tuku urɔ-tʰe						kʰini	
	Iyo-ben	jpn-113							tagoru							
	Izarek	izr-000	ìbɔ̀k	ìkátsoːn	nànyìsí		rás	kúsú	kúsúm				àfárám			
	Izi	izz-000	eka													
	Izon	ijc-014	bara													
	Iñapari	inp-000	muyuti													
	Iñupiatun	esk-000											illa			
	Jabri Santali	sat-004	ti	moka	mɛn hã			ɨɾup					ɡati			
	Jabung Lampung Api	ljp-003	puNu													
	Jafi	wfg-000	dyai													
	Jalking	bva-003					ēɲɲó									
	Jalkiya	bva-001					mámō									
	Jallozai Pashto	pbu-009	las													
	Jamamadí	jaa-002	jehe													
	Jamrud Afridi Pashto	pbu-010	las													
	Janjero	jnj-000	kʊːššu													
	Japhug Rgyalrong	jya-000	tɯ jaʁ													
	Jaqaru	jqr-000	ampara													
	Jarai	jra-000	tơ ngan						pətuk							
	Jarawa	anq-000	ome										mahema			
	Jarawara	jaa-000	yehe	yokohori	noko bako		naho	soko kawaha	toho				habai			kasawi
	Jaunsari	jns-000	hat													
	Jawe	jaz-000	hi-n													
	Jawony	djn-000	beɾag	ŋan-ɟunɟi	nadum			-yɛrɛgbum							wagai	
	Jebero	jeb-000	it3kla													
	Jeh	jeh-000	tì					rao								
	Jeisch	jei-001	soprsopr													
	Jelgoore	fuh-001	junngo	soɓɓundu	yeeso			laaɓinde	ɗojjude		hawtude		yigoo	taariki	aʼaa	
	Jen	jen-000	kana										dzɔa		ʌʔʌʔ	
	Jenaama Bozo-4	bze-000	sugú	suõmpɔrɔ				nyini	tiga				kanàa			
	Jerba	jbn-000	uf3s													
	Jeri	bxl-001						yìɛ́								
	Jeri	jek-000	bulu													
	Jerung	jee-000	la													
	Jharmunda Mundari	unr-007		ukɑ	ʈʃɐnkɑ											
	Jiamao	jio-000	kɨ.31 ma.55													
	Jianchuan Bai	bca-004	sɯ₃₃													
	Jianʼou fangyan	mnp-003	si̯u₂													
	Jiao-Liao	cmn-015	shōu													
	Jibu	jib-000	vu													
	Jijili	uji-000	uva													
	Jilim	jil-000		tʰrro	haleb			mi-	dogol-						kʌi	
	Jilu	aii-002	ida													
	Jimajima	jma-000	yaini-pi	mabuididi-pi					ko						ʔiboi	
	Jimi	jim-000	Cin		dìgí		ùgúmə̀n	úkùɓáǹdí	zàhòwó				bàýgí			
	Jimi	jmi-000	om													
	Jina	jia-000	f3na													
	Jinding Bai	bfc-004	su ph~aw													
	Jindun Bai	bca-005	sh~u													
	Jingcun Bunu	bwx-002	pe													
	Jinghong Tai Lue	khb-001	mu													
	Jinman Bai	bfc-005	sy~i													
	Jino	jiu-000	la pu													
	Jinsha	tai-009	mɨ.2													
	Jinxing Bai	bca-006	su													
	Jinxiu Lakkia	lbc-001	mie													
	Jirel	jul-000	lak pa													
	Jita	jit-000	ga5j~a	echikokola	obusu	lera	okugwata	isinesya	korora	ika	gabana		omusani			sigara
	Jitnu	mbn-001	ko													
	Jiwarli	dze-000	mara	nyiju	nguu			puntharu	nguntunmaru				jali		warri	kumpayi
	Jmiiʼ	cco-000	guo													
	Joghatay Khorasani	kmz-006	al													
	Jomang	tlo-000	s-ʊ́ːgʷîŋ					gɔ́čči!								
	Jonk Khorasani	kmz-007	El													
	Jowulu	jow-000	dye	kfúû	wãnta		myɛ̂	wu	tûsã́						fâ	tû
	Judeo Tat	jdt-000	דאס		רוּי								דוּסד	כּאִפלית		
	Judu Gelao	giw-003	pEmy~i													
	Jugan	kca-008	köt													
	Jukun Takum	jbu-000	vo													
	Jula Véhiculaire	dyu-002	bolo													
	Jula de Kong	dyu-001	boro													
	Jumjum	jum-000	iṇt̪e													
	Junín	qvn-000	magi													
	Jupda	jup-000	dʼapũ´h	buyjʼóg	migʼǒd		hutiʔ-	jʼid-	hohot-		paha-		ʔɨnɨtʔǔyʔĩh		-nɨ́h	
	Juray	juy-000	s7i													
	Juwal	mwb-000	yuwam	suɸʰokʷiya					tɨkek						kurroŋ	
	Jñatio	maz-000	dye'e													
	Kaantyu	kbe-000	ma7a													
	Kaba	ksp-000	jī	kɨ̀-kíl-jī			ɔ̀rù	tókō	kə́sɨ̄		ɨ́-gāmtàgār		njè-màr̄			nà̰y
	Kabadem	kwg-000	ji													
	Kabi	aus-047	biri													
	Kabil	aus-048	biri													
	Kabola	klz-000	nɑtaːŋ										nɔtɛnaŋɪl			
	Kabola—Aimoli	klz-001	nataN													
	Kabola—Hamap	klz-002	nataN													
	Kabola—Pitumbang	klz-003	nataN													
	Kabou	ijc-015	bira													
	Kabre	kbp-000	ne-ge													
	Kaburi	uka-000	nagɔiɾi	netugi				uape	dodonɛge						hiɛɾɔ	
	Kachari	xac-000	akai7													
	Kachin	kac-000	ta7													
	Kada	gid-000	va													
	Kadatua	mnb-001	lima													
	Kadazan	dtp-001							ikod-on						aʔa	
	Kadma Santali	sat-012	tiː	ˈmoka	ˈmed˺ aha								gaˈte	gʰaˈroɲʤ		
	Kadorih	otd-001	ɾoŋo													
	Kadugli-Miri	xtc-002	n=ìːsʋ̀					iyɔ́ːnɔ								
	Kadugli-Talla	xtc-001	àì=màː=n=íːsɔ̀					awaːna								
	Kaera	jka-000	gataN													
	Kafa	kbr-000	kiːšo													
	Kafiire	sef-000	kɛ̄ yɛ̀					wélí								
	Kafoa	kpu-000	totoN										ninuku			
	Kagara	wbv-005	mura		mulya								babinyuda			
	Kaguru	kki-000	kono													
	Kahe	hka-000						ngirasanja								
	Kahua	agw-000	ruma													
	Kaian	kct-000	par	-digin												
	Kaidipang	kzp-000	r7~ima												dio	
	Kaiep	kbw-000	kwi													
	Kaike	kzq-000	loo													
	Kaimbulawa	zka-000	lima													
	Kaingáng	kgp-000	nĩŋɛ	pɛ̃n kanun	kakã		kɨmãn	kupe	ũhũ he		wɛ̃ɲ-ken		to-hə-Φi	kaɲkã	pi	ken
	Kaipi	tqo-002	mai					mauča								
	Kaipi	oro-001	mai													
	Kairiru	kxa-000	koweñ												spain	
	Kaiwa	kbm-000	bage													
	Kaiwa	kgk-000	po													
	Kajakse	ckq-000	fuso													
	Kaje	kaj-000	ka-taim bwak													
	Kajin M̧ajeļ	mah-000	pā	jiṃwin pā	māj	tōran	uññūr	tọr	pokpok	eṃ	jaketo-jaketak	jukjuk	koṃbani	baaṃle	jaab	pād
	Kakwa	keo-000	koni													
	Kal Ansar	taq-011	ə́-fus	t-i-ɤə́mmɑr	n-æ̀bdæd	íjəj	-t-əd̩d̩ɑ́s-	s-ìrəd	-t-ísu-		ə̀z̩un		i-m-ìdiw-æn	æ̀lɁæyɑl		-ə̀zzubbæ-t
	Kal Idnan	taq-007	ì-fɑss-æn	t-ɑ̏-ɤmər-t	ìdmɑw-æn	íjəj	-d̩æ̀s-	-s-ɑ́rɑd-	ə̀su		-dɑ́rræw-			t-ətt-ìrəwɑ		-æ̀zzubbæ-t
	Kalabra	kzz-000	netefo													
	Kaladdarsch	kig-001	kecyanebra													
	Kalagan	kqe-000	bɨktɨn												diliq	
	Kalagan	klg-001	biktin													
	Kalagan Kaagan	kll-000	b3kt3n													
	Kalam	kmh-000	nyɨn	meŋg kapɨl			ndə nəŋ-		mɨr gɨp						met	
	Kalamian Tagbanwa	tbk-000	kalimaq												bɨlag	
	Kalderašicko Romani čhib	rmy-000	vast	chang	muy			thovel		jilo			pral	familija	na	
	Kaleroang Bajau	bdl-006	taNan													
	Kalianda Lampung Api	ljp-004	Tulu7													
	Kaliko	kbo-000	driga													
	Kalkatungu	ktg-000	kaluru	yuɹ̻umuku	mun̪t̪u			ɟara	ŋaka				kaːci		kunta	ini
	Kalkoti	xka-000	b3kh~in													
	Kalmyk	xal-001	har		chirya											
	Kalou	ywa-000	lʌl	lʌl kwotʰ											basi	
	Kaluli	bco-000	tagi													
	Kam	kdx-000											aŋwa			
	Kam Zhanglu	doc-002	my~a													
	Kamang—Kolomane	woi-001	natEN													
	Kamang—Langkuru	woi-002	natEN													
	Kamang—Letley	woi-003	nataN													
	Kamang—Pido I	woi-005	natoN													
	Kamang—Pido Ii	woi-004	natEN													
	Kamano	kbq-000	nza	äyavúʔu					kúgoʔ nehía						aʔó	
	Kamaru	kgx-000	lima													
	Kamas	xas-000						bezet								
	Kamasau—Kenyari-Paruwa	kms-002	huram												hagi	
	Kamasau—Tring-Wau	kms-001	timi												segi	
	Kamasau—Wand Tuan	kms-000	suram												segi	
	Kamasau—Yibab-Wandomi	kms-003	curamci												ɣini	
	Kamayura	kay-000	po													
	Kamba	fad-000		sukunɛ-	urʌ-			lu-	daur-						kawa	
	Kamba Kitui	kam-001	kwʼoko	kIngokoa	thyU			kUthambya	kUkooa	mUsyI						kUtiwa
	Kambata	ktb-000	anʼg-	tʔunkuʔla	miːni-ta		ul-	aːnš-	kuččʔ-				ǯaːla		yoːba	faʔ-
	Kambera	xbr-000	lima						rékiku					biliku	ndia	
	Kamberau	irx-000	maheʔa	mane fore												
	Kamboa	pnp-000	lima													
	Kambot—Kambaramba	kbx-001	yabau													
	Kamdang	tey-001	nizo													
	Kamhau	ctd-000	kh~ut													
	Kamoro	kgq-000	mana	tora-po					otay							
	Kampong Baru	kzm-000	n-embiko	n-embiko-rapare	nemeko											
	Kamtok	wes-000	han													
	Kamu	xmu-000	memek													
	Kamuku	cdr-000	ow													
	Kamula	xla-000	dɔ	domu					titiaro-ma						hawa	
	Kamviri	xvi-000	duS													
	Kamwe—Fali Kiria	fkk-000			kʊ́má		tsàvʊ̀ʔ	tsɨ́kʊ̀ntɨ̀kʊ́ʔ	kwàkwáxʊ́				ntʊ́và			
	Kamwe—Higi Futu	hig-001			kɨma		tsàru	yɛɓɩnti	ʔiɬa				nčwɩ̀ra			
	Kamwe—Higi-Baza	hig-000			kɨma		fàɗa	tsɨkʊndɔ	ʔyaɬa				vwà			
	Kamwe—Higi-Nkafa	hig-002			kʊma		fàta	yəɓʊntɛ	ɠyæɬa				m̀šɛ̀			
	Kanakanabu	xnb-000	ramúcu													
	Kanakuru	kna-000			bogàn		tìmne	ǯòɓè	kulukulùk				ayno			
	Kanasi	soq-000	mitu-mba													
	Kanauri	kfk-000	gud													
	Kandahar Pashto	pbt-002	las													
	Kandari	wbv-003	mura										babinyu		wadji	
	Kandas	kqw-000	a lama-													
	Kandawo	gam-000	agle													
	Kanembu	kbl-000	ndɔkɔ́													
	Kang Barombi	bbi-001						sɔ̀ɔ́								
	Kanga	kcp-000	n=ìːsʋ́													
	Kanikakan	kga-000	bro													
	Kaningra	knr-000	tetʰ	tɛrɪŋgaungat											kʰaɣa	
	Kanio Bomitaba	zmx-008	za5a													
	Kanjobal	kjb-000	q"ab"													
	Kano	hau-001	hannu													
	Kansai-ben	jpn-075													unn	
	Kanum	kcd-000	saː	mɛwəl	ièn			krowmpè	tomar-er				nəmpaː		yɒw	
	Kanuri	kau-000	múskò	nyuró	fə́skɑ̀		lêŋɪ̀n	kɑsɑ̆lŋɪ̂n					sáβà			
	Kanyara	aus-052	*maɹa		*ŋuː										*ŋul̪a	
	Kanyok	kny-000	Cal													
	Kaonde	kqn-000	kuboko													
	Kapin	tbx-000	mEma													
	Kapontori	pnp-001	lima													
	Kapriman	dju-000	sɛlis	sɛtʰukʰwa											mba	
	Kaptiau	kbi-000	mem													
	Kapuas Kahayan	nij-003	lEnE7													
	Kaqchikel	cak-000	qʼabʼaj	tzʼikaj	paläj					jay				kikʼel		
	Kara	reg-000	boko	echikokola	obusu			oka	okukolola	ka ewasu						sikala
	Kara	leu-000	limana													
	Kara	kah-000	sony													
	Karaeta Uaripi	uar-001	mo7i													
	Karajá	kpj-000	debɔ		ɔsana		eri						iɔ	lədu	aõkõ	
	Karak Pashto	pst-002	los													
	Karamojong	kdj-000	akan													
	Karang	kzr-001	ndóko		pól			tula								
	Karanjankan	jud-000	boro													
	Karankawa	zkk-000	ho7oyo													
	Karas	kgv-000	tʌn	taŋgu				yon	yar							
	Karata	kpt-000	XEtL"a													
	Karawa	xrw-000	yilɨ												karowə	
	Karbi	mjw-000	ri													
	Kare	kmf-000		gosiba	oroβa-			ži idago-	dagʌl-						iː	
	Karekare	kai-000			dùmfəw		šàfə̀nu	bùdusù	ʔòtoʔòto				nzàfè			
	Karen Manumanaw	kxf-000	kh~o dia													
	Karen Yintale	kvy-000	dZau													
	Karenbyu	kvq-000	sú-kʰɔ́ʔ													
	Kari	kbn-000	ndóko		gboː			suː	héːhel							
	Karimpur Mundari	unr-008	ti.i	uka	mɛt muar			abum					ʃajja			
	Karitiâna	ktn-000	p3													
	Kariyarra	vka-000	marrjawariny	ɲuku-ɹu	kumpa				jantiku						miṭa	
	Karkar-Yuri	yuj-000	keaN													
	Karko	kko-000	ʋ̄š-ə̀													
	Karlamayi	aus-061	maɹa	kurkuṇ	mul̪a										puṭaa wiɲiɲ	
	Karo	btx-000	tan					burih	m-batuk							
	Karo	kxh-000	ani													
	Karshi	gwn-006	nani													
	Kasem	xsm-000	ǯə̀gwìə													
	Kashamarka rimay	qvc-000	maki	moqo	qaqlla		llamkay	mayllay	qusuy		rakiy	llaqta	yanasu	ayllu	manam	..tiyay
	Kashibo Alto Aguaytia	cbr-001	m3k3n													
	Kashibo Bajo Aguaytia	cbr-002	m3k3n													
	Kashibo Sungaroyacu	cbr-004	m3k3n													
	Kashibo de San Alejandro	cbr-003	m3g3													
	Kasimbai	tdj-000	lima													
	Kasua	khs-000	tiyEle													
	Katab Kagoro	kcg-000	bwák	sùsùn bwák				swo	twi afu							
	Katazi Babatana	baa-002	kErisi													
	Katbol Timbembe	tmb-001	bera													
	Katcha-Tolibi	xtc-000	n=ìːsɔ̀					ɔgáːná								
	Kati	bsh-000	got3r													
	Katingan	nij-001	lENE7													
	Katla	kcr-000	ɟɛn													
	Kato	ktw-000	=laʔ	shtcʼiitcʼ	-naadin			deeh	kos	kwontaah-din			shindiitc		doo	nohʼiil
	Katu	ktv-000	tai													
	Katukína Pano	knt-000	m3bi													
	Kaugat	aqm-000	yapm													
	Kaulong	pss-000	wĩi-												awa	
	Kaure	bpp-000	watuabe	hwaihui				kahatə	tɔxsü							
	Kaurna	zku-000	karramandi	tidngi	murki		mangkurendi	kuntondi	gurltendi				yungayungaworta		madlanna	pinkyapinkyarti
	Kaurna	aus-062	yuŋgo-ndi	tidŋi	murki		mette-ndi		guḷṭe				nepo		madlanna	bidna-ndi
	Kauwol	fai-001	teŋ													
	Kavalan	ckv-000	rima		zais		kapkap									
	Kawa	lcs-001	nataN													
	Kawaiisu	xaw-000	moomi	kiipuvɨ											kèt𝑜̈	
	Kawam-Kibuli	kit-002	taŋoba	tin-kuma	iŋoro											
	Kawe	kgb-000	kopo													
	Kawki	jqr-001	ampara													
	Kaxarirí	ktx-000	makali													
	Kayabi	kyz-000	po													
	Kayagar	kyt-000	yep	yepubiɾam				apu	foː						iːne	
	Kayah	kyu-000	t3kh~u													
	Kayan	ree-000	usu		i-neŋ		ivit		n-iked						jinun	
	Kayapa Proper Kallahan	kak-000	taklay												qaliwwa	
	Kayeli	kzl-000	limak7e													
	Kaytetye	gbb-000	ilɟa	ṇuta												
	Kayu Agung Asli Komering	kge-003	pu*Nu*													
	Kayu Agung Pendatang Komering	kge-004	puNu*													
	Kayuadi Bajau	bdl-007	taNan													
	Kayupulau	kzu-000	ia-												fane	
	Kazan Tatar	tat-003	kul													
	Kazukuru	kzk-000	vonili													
	Kazym	kca-018	yɔːš													
	Kedang	ksx-000	liŋ												tokoŋ	
	Kediru	mgd-004	dri													
	Kehelala	tbo-000	nima													
	Kei	kei-000	limaŋ													
	Kei Besar Elat	bnd-000	liman												ta	
	Keiga	kec-000	n=ìssʋ̀					awáːnɪ́					ṭala			
	Kein	bmh-000		gugɛ-	ahi-			ziw-	daw u-						taːm	
	Keja	mda-002	Nw~on													
	Kekpoti	kvm-001	ɛ̀mùɔ́					swɔ́nɛ́								
	Kela	kcl-000	maNge													
	Kelabit	kzi-000	tidhuʔ												naʔem	
	Kelau	skt-002	mbEmbE													
	Keley-I Kallahan	ify-000	taklay												bekken	
	Kelo	xel-000	cɔye	tɔʔɔlɔ	kədraːmu		ɓəʔ		aːbbesia				mərde		mɔsi	
	Kelo	xel-001	sɔrɔ													
	Kelon	kyo-000	nɑtan										ninuk-			
	Kemak	kem-000	limara					hasa							tai	
	Kemandoga	mnz-000		iwa-sizu				du saga di	gosogo di				negame			
	Kemberano—Barau-Wariagar	bzp-001	nombore	netugerre				uwka-	dondoná-				tombate		mɛni	
	Kemberano—Kalitami-Weriagar	bzp-000	-mbore	ǯetuxe												
	Kemtuik	kmt-000	ta													
	Ken-nes-te	wlk-000	-laaʼ	-tsiilee	-naaʼdin (< eye - place)			-deH -deH								
	Kenaboi	xbn-000	ta*													
	Kenati	gat-000	eya	inta					inarakariʔo						aʔawo	
	Kendem	kvm-000	ɛ̀mùɔ́					swɔ́nɛ́								
	Kenga	kyq-000	jia													
	Keni	rof-002	hii					samba			iava		uchoo			ibaki
	Kenyah	xkl-000	lekuʔan												naʔun	
	Keo	xxk-000	pamba dima													
	Keonjhar Juang	jun-003	itti	gunʈi iti				gui-ɖag	kɔeɔm				bɔndu		jena	rɔe
	Kera	ker-000	kasi	kòɗòŋ-kòɗòŋ-kə́ɗə̀			ɗɔ́ːté	bɑ̀ːdé	dàbté kisi				dɑ̀ːrə̀		pɑːpá	
	Keramin	nay-001	gwayna													
	Keren	agx-004	χil													
	Kerewe	ked-000	omukono	ekiko	kuhiindukila		kukwaata	kufula	kukolola	ka	kugabanisya					kutuula
	Kerinci	kvr-000	tanan												iduəʔ	
	Kesawai	xes-000		toko	adri			sehe-	tou ɛ-						yamo	
	Kesu Khowar	khw-003	bazu													
	Ket	ket-000	laŋat	ulgit	bāt		həŋntet	ulgaŋ	qaqtɯmej		deld		bəˀj	ətna deˀŋ	bə̄n	
	Kete	kcv-000	ok													
	Ketengban	xte-000	buru												gume	
	Ketengban	xte-003	buritaŋ												gume	
	Ketengban	xte-004	burutaŋ												kume	
	Ketengban	xte-001	burie	buri gumgum				mɛkuna	kulukna						gume	
	Ketengban	xte-002	burye burutan												gum	mab-
	Keuro	xeu-000	mei													
	Kewa	kew-000	ki		le-agaa			radepea	koro				adami yago	aaraalu	dia	
	Kewa	kjs-000	ki	xi ginalu					koro ta							
	Khalaj	klj-000	El													
	Khaling	klr-000	kh~or													
	Kham	kgj-000	kw~i													
	Khang	kjm-000	ti													
	Khanty	kca-017	yoš	kunš olaŋ	wʸenš		ketmiyltɨ	lʸuxattɨ	xəlʸlʸitɨ		or̃ttɨ		ləxas	sʸemʸya	antum	xasʸtɨ
	Kharia	khr-000	ti7													
	Khasi	kha-000	kti	tymbuit	khmat	jingjngai		bta		la ïing			paralok	kam ïing	em	shong
	Khehek	tlx-000	kue|ŋ												mole	
	Khinalug	kjj-000	kʰul													
	Khmuʼ	kjg-000	k3takti													
	Khoekhoegowab	naq-002	!ommi													
	Khoshar-Khota	kap-003	koro													
	Khuen	uan-000	mɨ.1													
	Khvarshi Inxokvari	khv-001	liƛʼa													
	Khün	kkh-000	mɨ.2													
	Kia	kji-000	kame												deɔ	
	Kibeembe	beq-000	kh~okh~o													
	Kibet	kie-000	kárá	dɔmti-	wuǯɛ											
	Kibiri	prm-000	ʔili													
	Kibosho	jmc-001	uwoko	kishingo	kishangu			sela	ikoowo		iaawa		mbuya			saa/
	Kichee Cubulco	acr-002	ab"													
	Kichee de Aldea Argueta Solola	quc-004	Xab"													
	Kichee de Cantel	quc-005	Xab"													
	Kichee de Chichicastenango	quc-014	X3b"													
	Kichee de Momostenango	quc-006	Xab"													
	Kichee de San Antonio Ilotenango	quc-003	Xab"													
	Kichee de San Jose Chiquilaja Quetz	quc-009	Xab"													
	Kichee de San Miguel Chicaj	quc-015	Xab"													
	Kichee de Santa Clara La Laguna	quc-007	Xab"													
	Kichee de Santa Lucia Utatlan	quc-008	Xab"													
	Kichee de Zacualpa	quc-016	aXab"													
	Kichee de Zunil	quc-010	Xab"													
	Kichwa	qug-000	maki													
	Kickapoo	kic-000	nek													
	Kigweno	gwe-001						hangija	koha		ghava					shigha
	Kiha	ptu-001	lima													
	Kiholu	hol-000	mb~ond~i													
	Kikongo	kwy-000	oko													
	Kilba	hbb-000	Ci													
	Kilema	vun-001			kyaamu			sanja			wawana		buya			irio
	Kilivila	kij-000	yami|la												gala	
	Kilokaka	jaj-000	khame-												teʔo	
	Kim	kia-000	togór					soːting							toː	
	Kimaghama	kig-000	kičɛ	tuː činɛ	aw			tawaračine	čirɛirɛ				nɑyɑ		ɑɣβɑ	
	Kimbu	kiv-000	umuxono	xoxoolo	syu			siinga								uxusiiga
	Kimbundu	kmb-000	kuako										kamba			
	Kimki	sbt-000	aty~om													
	Kinalakna	kco-000	kana													
	Kinga	zga-000	ikivoko	sukulunu				suka	ukugohomola							sigala
	Kingulu	ngp-000	mkono	kingho	so			kuhaka	kukolola	kaya						kusigala
	Kiowa	kio-000	ma*da													
	Kipsikiis	sgc-000	ei													
	Kirfi	kks-000	Sara													
	Kirikiri	kiy-002	edia													
	Kirikiri—Faia	kiy-001	edi3													
	Kis	kis-000	dəmá[kei]												bəráwa	
	Kisar	kje-000	lima-													
	Kisi	kiz-000	kiboko		mihu			kunyuka	kugohomola							kusighala
	Kisi	kss-000	ba													
	Kisi	nic-004	baːčoː-káːǯoː	dúluŋ	hɔ́la				búːŋdeː							
	Kisonge	sop-000	asa													
	Kissi	kqs-000	ba													
	Kitanemuk	ser-001	m𝑢̈-ma												nāu	
	Kitja	gia-000	mala	ɟuŋku											ŋuwan	
	Kitsai	kii-000	iksu7													
	Kituba	mkw-000	di boko													
	Kiwai	kjd-000	tu	tu-popu	muba			uorai	koseːa				moronamira-dubu		pai	
	Klon Bring	kyo-001	tan													
	Ko	fuj-000	ɗ-					wɛyč-ɔ́!								
	Koasati	cku-000	ilbi	inchokkosakba	ibitaala			aasihlilaho̱					imokla			
	Kobol	kgu-000	amoNgot	maʔur	mɛsiprɛg			-pipugu-	atamʌ tugur-						wig	
	Kobon	kpw-000	ɲɪmaŋgʌ		mulu maṇč̣maŋ			ɲiŋ lɨ uʎ gɨ							wasʌ	
	Koch	kdq-000	caktoN													
	Kodeoha	vko-000	kae													
	Kodi	kod-000	lima												njodo	
	Kofa	nfu-000	v̂	ɭɡy̌t̂˩˥hyʛa	mfɟˠs‿		ž̌t̂̌	s‿r̂̌ vɲ	hɦ̌̄r̂̌ hɦ̄r̂				ɭɡ̌˩˥m̌̄	mahyā	kǎ̄	kutsa
	Kofyar	kwl-000	sar													
	Kohumono	bcs-000	hobo													
	Koita	kqi-000	karoa abu		nivadaka			hedoka							uri βaka	
	Kok Borok	trp-000	yak													
	Kokata	ktd-000	mara													
	Kokit	guk-003													bacʼ-am	
	Kokoda	xod-001	y-obora													
	Kokoda	xod-000	obora													
	Kokota	kkk-000	kame													
	Kokwari	vbb-000	ʼlim												ʼou	
	Kol	biw-000	mbw$o													
	Kol	kol-000	poloi	pola ku poloi					go kal oŋ						eβe	
	Kolami	kfb-000	ki													
	Kolana	kvw-000	nɛtɛŋ										nɔŋ			
	Kolo Bawah Bajau	bdl-008	taNan													
